,id,nom,posteOuvert,typePoste,lon,lat,alt,postePublic
42,08401001,SAULCES-CHAMPENOISES,True,1,4.4925,49.423833,147,True
43,08419001,SIGNY-L'ABBAYE,True,2,4.418833,49.686,180,True
44,08420002,SIGNY-LE-PETIT_SAPC,True,2,4.288167,49.9135,309,True
45,08435001,TAGNON,False,4,4.288333,49.44,96,True
46,08438001,TAIZY,False,4,4.256667,49.52,70,True
47,08439002,TANNAY,False,2,4.81,49.516667,165,True
48,08458001,TOURTERON,False,2,4.62,49.54,158,True
49,08461001,VANDY,False,4,4.705667,49.434167,112,True
50,08490001,VOUZIERS,False,4,4.704,49.404167,96,True
51,08490002,VOUZIERS,False,4,4.698333,49.396667,122,True
0,09002001,AIGUES VIVES,False,4,1.875,42.996667,410,True
1,09022001,ARVIGNA,False,2,1.729167,43.057833,370,True
2,09023002,ASCOU LAVAIL,True,2,1.895167,42.723833,1100,True
3,09023400,Ascou Pailheres,True,4,1.954,42.730333,1500,True
4,09023800,ASCOU-DOUBLE,True,4,1.862,42.721167,1104,True
5,09024001,ASTON,False,4,1.678333,42.775,547,True
6,09024004,ASTON,True,1,1.691,42.724167,1781,True
7,09024005,RULHE,False,4,1.725833,42.638167,2185,True
8,09027001,AUGIREIN,True,2,0.92,42.930167,655,True
9,09029001,AULUS-LES-BAINS,False,4,1.333833,42.793833,733,True
10,09029400,Guzet,True,4,1.300833,42.778833,1384,True
11,09029402,Aulus les Bains,False,4,1.333833,42.793833,733,True
12,09030001,AUZAT VILLE,False,4,1.481667,42.763333,740,True
13,09030002,AUZAT-MARC,False,4,1.448333,42.716667,1020,True
14,09030003,AUZAT,False,4,1.491667,42.713333,1200,True
15,09030010,BASSIES,True,5,1.413333,42.7655,1655,True
16,09030015,LE FOURCAT,True,5,1.489333,42.665,2445,True
17,09032401,Le Saquet,False,4,1.82,42.7,2000,True
18,09032402,Ax Bonascre,False,4,1.7965,42.692333,1715,True
19,09032403,AX SAQUET,True,4,1.791333,42.674167,1997,True
20,09042003,LA BASTIDE DE S,False,4,1.3885,43.024333,420,True
21,09047001,BELESTA,True,2,1.936667,42.903833,490,True
22,09062002,ESTAGNOUS,True,5,1.072667,42.797333,2240,True
23,09067001,BRIE,False,4,1.524333,43.202667,265,True
24,09070400,Beille,True,4,1.690667,42.724,1789,True
25,09071001,CADARCET,False,4,1.501333,43.012667,510,True
26,09076001,CANTE,False,4,1.541667,43.26,230,True
27,09078002,CARCANIERES,False,4,2.122167,42.695333,1360,True
28,09079001,CARLA BAYLE,False,4,1.3745,43.143,375,True
29,09079002,CARLA BAYLE PAT,False,2,1.375,43.143333,387,True
30,09082001,CASTELNAU DURBA,False,4,1.351667,42.985,585,True
31,09094001,CERIZOLS,True,2,1.063,43.126,374,True
32,09099001,COS,True,1,1.5645,42.970167,519,True
33,09121001,FERRIERES-SUR-ARIEGE,False,4,1.62,42.935,405,True
34,09122001,FOIX LABARRE,False,4,1.614667,42.996,365,True
35,09122002,FOIX MONTGAUZY,False,4,1.606667,42.96,425,True
36,09135400,Goulier,True,4,1.513333,42.7395,1468,True
37,09139001,HOSPITALET,False,3,1.796333,42.588667,1425,True
38,09139002,HOSPITALET-BOURG,False,4,1.8,42.585,1430,True
39,09139400,L Hospitalet,False,4,1.800333,42.590167,1420,True
40,09140001,LE CHIOULA,True,4,1.863333,42.755,1600,True
41,09161001,LERAN,False,4,1.91,42.966667,500,True
42,09161002,LERAN,False,4,1.9155,42.986167,390,True
43,09161003,LERAN,True,1,1.919167,42.990333,391,True
44,09181002,LE MAS-D'AZIL FOUNBARASCOU,False,4,1.361667,43.078333,298,True
45,09181003,LE MAS D AZIL,True,2,1.357667,43.0735,293,True
46,09182003,MASSAT GEND,False,4,1.347833,42.891,636,True
47,09185001,MAZERES,False,4,1.673667,43.221333,253,True
48,09185002,MAZERES PATAC,False,2,1.663333,43.226667,230,True
49,09189001,MERENS,False,4,1.831667,42.645,1094,True
50,09193400,Mijanes,True,4,2.017,42.7265,1530,True
51,09194001,MIREPOIX,False,4,1.87,43.085833,310,True
52,09194003,MIREPOIX SENESSE,False,4,1.8605,43.102,301,True
53,09199002,MONTAUT,True,1,1.6435,43.192167,295,True
54,09200001,MONTBEL,False,4,1.96,42.993833,390,True
